JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
1.384 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -2829.000 -1.000
1.386 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1877.000 -1.000
1.388 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -906.000 -1.000
1.390 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 73.000 -1.000
1.392 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 1051.000 -1.000
1.394 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 2019.000 -1.000
1.396 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 2968.000 -1.000
1.398 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 3888.000 -1.000
1.400 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 4771.000 -1.000
1.402 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 5608.000 -1.000
1.404 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 6391.000 -1.000
1.406 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 7113.000 -1.000
1.408 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 7767.000 -1.000
1.410 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 8346.000 -1.000
1.412 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 8845.000 -1.000
1.414 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 9259.000 -1.000
1.416 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 9584.000 -1.000
1.418 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 9818.000 -1.000
1.420 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 -1.000
1.422 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 -1.000
1.424 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 -1.000
1.426 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 9799.000 -1.000
1.428 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 9557.000 -1.000
1.430 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 9223.000 -1.000
1.432 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 8800.000 -1.000
1.434 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 8294.000 -1.000
1.436 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 7707.000 -1.000
1.438 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 7046.000 -1.000
1.440 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 6318.000 -1.000
1.442 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 5529.000 -1.000
1.444 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 4687.000 -1.000
1.446 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 3800.000 -1.000
1.448 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 2877.000 -1.000
1.450 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 1926.000 -1.000
1.452 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 956.000 -1.000
1.454 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -22.000 -1.000
1.456 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1001.000 -1.000
1.458 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1970.000 -1.000
1.460 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -2920.000 -1.000
1.462 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -3842.000 -1.000
1.464 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -4727.000 -1.000
1.466 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -5566.000 -1.000
1.468 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -6353.000 -1.000
1.470 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -7078.000 -1.000
1.472 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -7735.000 -1.000
1.474 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -8318.000 -1.000
1.476 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -8822.000 -1.000
1.478 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -9240.000 -1.000
1.480 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -9570.000 -1.000
1.482 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -9808.000 -1.000
1.484 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -1.000
1.486 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -1.000
1.488 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -9952.000 -1.000
1.490 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -9809.000 -1.000
1.492 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -9572.000 -1.000
1.494 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -9242.000 -1.000
1.496 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -8824.000 -1.000
1.498 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -8321.000 -1.000
1.500 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -7739.000 -1.000
1.502 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -7082.000 -1.000
1.504 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -6357.000 -1.000
1.506 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -5571.000 -1.000
1.508 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -4732.000 -1.000
1.510 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -3847.000 -1.000
1.512 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -2925.000 -1.000
1.514 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1975.000 -1.000
1.516 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1006.000 -1.000
1.518 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -28.000 -1.000
1.520 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 951.000 -1.000
1.522 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 1920.000 -1.000
1.524 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 2872.000 -1.000
1.526 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 3795.000 -1.000
1.528 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 4682.000 -1.000
1.530 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 5525.000 -1.000
1.532 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 6314.000 -1.000
1.534 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 7042.000 -1.000
1.536 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 7703.000 -1.000
1.538 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 8290.000 -1.000
1.540 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 8798.000 -1.000
1.542 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 9221.000 -1.000
1.544 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 9555.000 -1.000
1.546 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 9798.000 -1.000
1.548 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 9947.000 -1.000
1.550 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 -1.000
1.552 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 9957.000 -1.000
1.554 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 9819.000 -1.000
1.556 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 9586.000 -1.000
1.558 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 9261.000 -1.000
1.560 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 8848.000 -1.000
1.562 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 8349.000 -1.000
1.564 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 7771.000 -1.000
1.566 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 7117.000 -1.000
1.568 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 6396.000 -1.000
1.570 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 5613.000 -1.000
1.572 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 4776.000 -1.000
1.574 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 3893.000 -1.000
1.576 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 2973.000 -1.000
1.578 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 2024.000 -1.000
1.580 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 1056.000 -1.000
1.582 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 78.000 -1.000
1.584 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -901.000 -1.000
1.586 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1871.000 -1.000
1.588 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -2823.000 -1.000
